# Lecture du graphe construit par run.py — runs/20260926-040544
# plage 2026-09-25 18:01 -> 20:11, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260926-040544
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29839338  18:18:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1083                 -             0.003         432893952
29839338  18:18:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442994688
29839338  18:18:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416432128
29839339  18:19:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1083                 -             0.002         439025664
29839339  18:19:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1083                 -             0.002         432893952
29839339  18:19:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442994688
29839339  18:19:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416432128
29839340  18:20:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.003         439025664
29839340  18:20:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1082                 -             0.002         432955392
29839340  18:20:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.002         442994688
29839340  18:20:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416432128
29839341  18:21:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.002         439029760
29839341  18:21:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1083                 -             0.002         432893952
29839341  18:21:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         443006976
29839341  18:21:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416460800
29839342  18:22:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.002         439029760
29839342  18:22:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1082                 -             0.002         432893952
29839342  18:22:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.002         442916864
29839342  18:22:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839343  18:23:00             ts-delivery-service-79c46f4f45-bmgvs               706.467              1082                 -             0.002         439029760
29839343  18:23:00             ts-delivery-service-79c46f4f45-r5pwb               706.478              1082                 -             0.002         432893952
29839343  18:23:00             ts-delivery-service-79c46f4f45-tvmfl               706.947              1082                 -             0.004         442859520
29839343  18:23:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839344  18:24:00             ts-delivery-service-79c46f4f45-bmgvs               705.870           707.371                 -             0.004         439029760
29839344  18:24:00             ts-delivery-service-79c46f4f45-r5pwb               706.129           707.451                 -             0.003         432893952
29839344  18:24:00             ts-delivery-service-79c46f4f45-tvmfl               706.076           707.726                 -             0.003         442920960
29839344  18:24:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839345  18:25:00             ts-delivery-service-79c46f4f45-bmgvs               705.961           707.095                 -             0.003         439037952
29839345  18:25:00             ts-delivery-service-79c46f4f45-r5pwb               706.036           707.728                 -             0.003         432893952
29839345  18:25:00             ts-delivery-service-79c46f4f45-tvmfl               706.026           707.285                 -             0.003         442937344
29839345  18:25:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839346  18:26:00             ts-delivery-service-79c46f4f45-bmgvs               706.180           707.422                 -             0.004         439037952
29839346  18:26:00             ts-delivery-service-79c46f4f45-r5pwb               705.947           707.301                 -             0.003         432893952
29839346  18:26:00             ts-delivery-service-79c46f4f45-tvmfl               705.962           706.958                 -             0.003         442937344
29839346  18:26:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839347  18:27:00             ts-delivery-service-79c46f4f45-bmgvs               706.015           706.966                 -             0.003         439173120
29839347  18:27:00             ts-delivery-service-79c46f4f45-r5pwb               705.926           707.592                 -             0.002         433123328
29839347  18:27:00             ts-delivery-service-79c46f4f45-tvmfl               705.984           707.202                 -             0.003         443023360
29839347  18:27:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839348  18:28:00             ts-delivery-service-79c46f4f45-bmgvs               705.926           706.608                 -             0.003         439042048
29839348  18:28:00             ts-delivery-service-79c46f4f45-r5pwb               705.915           707.432                 -             0.003         433061888
