# Lecture du graphe construit par run.py — runs/20260913-075006
# plage 2026-09-13 03:37 -> 05:47, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260913-075006
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29821207  04:07:00             ts-delivery-service-79c46f4f45-r5pwb               706.122           707.109                 -             0.002         419483648
29821207  04:07:00             ts-delivery-service-79c46f4f45-tvmfl               705.708           706.705                 -             0.002         424382464
29821207  04:07:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416112640
29821208  04:08:00             ts-delivery-service-79c46f4f45-bmgvs               705.879           706.786                 -             0.003         436707328
29821208  04:08:00             ts-delivery-service-79c46f4f45-r5pwb               706.209           707.284                 -             0.003         419483648
29821208  04:08:00             ts-delivery-service-79c46f4f45-tvmfl               705.884           706.835                 -             0.003         424349696
29821208  04:08:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416047104
29821209  04:09:00             ts-delivery-service-79c46f4f45-bmgvs               705.750           706.869                 -             0.002         436719616
29821209  04:09:00             ts-delivery-service-79c46f4f45-r5pwb               705.808           706.949                 -             0.003         419291136
29821209  04:09:00             ts-delivery-service-79c46f4f45-tvmfl               705.656           706.552                 -             0.002         424349696
29821209  04:09:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         415916032
29821210  04:10:00             ts-delivery-service-79c46f4f45-bmgvs               705.906           707.124                 -             0.003         436719616
29821210  04:10:00             ts-delivery-service-79c46f4f45-r5pwb               705.965           706.752                 -             0.003         419450880
29821210  04:10:00             ts-delivery-service-79c46f4f45-tvmfl               705.897           706.741                 -             0.003         424382464
29821210  04:10:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416251904
29821211  04:11:00             ts-delivery-service-79c46f4f45-bmgvs               705.917           706.747                 -             0.003         436719616
29821211  04:11:00             ts-delivery-service-79c46f4f45-r5pwb               705.929           706.973                 -             0.003         419291136
29821211  04:11:00             ts-delivery-service-79c46f4f45-tvmfl               705.965           707.048                 -             0.003         424353792
29821211  04:11:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416047104
29821212  04:12:00             ts-delivery-service-79c46f4f45-bmgvs               706.064           707.100                 -             0.003         436719616
29821212  04:12:00             ts-delivery-service-79c46f4f45-r5pwb               706.024           707.132                 -             0.004         419467264
29821212  04:12:00             ts-delivery-service-79c46f4f45-tvmfl               706.264           707.253                 -             0.002         424058880
29821212  04:12:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416108544
