# Lecture du graphe construit par run.py — runs/20260926-034850
# plage 2026-09-25 13:29 -> 15:39, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260926-034850
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29839079  13:59:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416346112
29839080  14:00:00             ts-delivery-service-79c46f4f45-bmgvs               705.993           846.438                 -             0.002         438599680
29839080  14:00:00             ts-delivery-service-79c46f4f45-r5pwb               706.103           845.921                 -             0.002         433684480
29839080  14:00:00             ts-delivery-service-79c46f4f45-tvmfl               705.954           846.229                 -             0.002         445034496
29839080  14:00:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416501760
29839081  14:01:00             ts-delivery-service-79c46f4f45-bmgvs               706.204           847.011                 -             0.002         438603776
29839081  14:01:00             ts-delivery-service-79c46f4f45-r5pwb               706.341           846.599                 -             0.003         433942528
29839081  14:01:00             ts-delivery-service-79c46f4f45-tvmfl               706.185           846.393                 -             0.003         445042688
29839081  14:01:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416366592
29839082  14:02:00             ts-delivery-service-79c46f4f45-bmgvs               705.837           846.197                 -             0.003         438603776
29839082  14:02:00             ts-delivery-service-79c46f4f45-r5pwb               706.333           846.608                 -             0.004         433684480
29839082  14:02:00             ts-delivery-service-79c46f4f45-tvmfl               705.759           846.124                 -             0.003         445050880
29839082  14:02:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416366592
29839083  14:03:00             ts-delivery-service-79c46f4f45-bmgvs               706.150           846.725                 -             0.004         438607872
29839083  14:03:00             ts-delivery-service-79c46f4f45-r5pwb               706.164           846.824                 -             0.003         433709056
29839083  14:03:00             ts-delivery-service-79c46f4f45-tvmfl               705.724           846.503                 -             0.003         445050880
29839083  14:03:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416366592
29839084  14:04:00             ts-delivery-service-79c46f4f45-bmgvs               706.135           846.246                 -             0.002         438607872
29839084  14:04:00             ts-delivery-service-79c46f4f45-r5pwb               706.101           846.702                 -             0.002         433737728
29839084  14:04:00             ts-delivery-service-79c46f4f45-tvmfl               705.794           846.229                 -             0.002         444985344
29839084  14:04:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416370688
29839085  14:05:00             ts-delivery-service-79c46f4f45-bmgvs               706.003           846.598                 -             0.003         438603776
29839085  14:05:00             ts-delivery-service-79c46f4f45-r5pwb               705.900           847.133                 -             0.003         433704960
29839085  14:05:00             ts-delivery-service-79c46f4f45-tvmfl               705.582           846.323                 -             0.003         444989440
29839085  14:05:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416366592
29839086  14:06:00             ts-delivery-service-79c46f4f45-bmgvs               706.024           846.697                 -             0.003         438607872
29839086  14:06:00             ts-delivery-service-79c46f4f45-r5pwb               706.123           847.352                 -             0.003         433704960
29839086  14:06:00             ts-delivery-service-79c46f4f45-tvmfl               705.818           846.061                 -             0.002         445026304
29839086  14:06:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416366592
29839087  14:07:00             ts-delivery-service-79c46f4f45-bmgvs               706.222           846.551                 -             0.003         438632448
29839087  14:07:00             ts-delivery-service-79c46f4f45-r5pwb               706.262           845.898                 -             0.003         433704960
29839087  14:07:00             ts-delivery-service-79c46f4f45-tvmfl               705.933           845.251                 -             0.003         445620224
29839087  14:07:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416366592
29839088  14:08:00             ts-delivery-service-79c46f4f45-bmgvs               706.162           846.463                 -             0.003         438632448
29839088  14:08:00             ts-delivery-service-79c46f4f45-r5pwb               706.110           846.788                 -             0.003         433704960
29839088  14:08:00             ts-delivery-service-79c46f4f45-tvmfl               705.804           846.655                 -             0.003         445628416
29839088  14:08:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416366592
29839089  14:09:00             ts-delivery-service-79c46f4f45-bmgvs               705.793           846.874                 -             0.002         438632448
29839089  14:09:00             ts-delivery-service-79c46f4f45-r5pwb               705.940           846.722                 -             0.003         433709056
29839089  14:09:00             ts-delivery-service-79c46f4f45-tvmfl               705.610           846.371                 -             0.002         445657088
29839089  14:09:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416366592
29839090  14:10:00             ts-delivery-service-79c46f4f45-bmgvs               705.773           846.068                 -             0.003         438632448
